# timestamp tx ty tz qx qy qz qw
1618907047.3435928821563721 0.0000000000000000 0.0000000000000000 0.0000000000000000 0.0000000000000000 0.0000000000000000 0.0000000000000000 1.0000000000000000
1618907047.6025948524475098 -0.0003033841081465 -0.0014537582220418 0.0012265953389878 0.0001343384511768 -0.0000365714273655 0.0000511255084855 0.9999999890009473
1618907047.8637900352478027 -0.0015438877543236 -0.0054981010875634 0.0043838951662745 0.0002779212269909 -0.0000606434626051 0.0001636919791379 0.9999999461435490
1618907048.1235909461975098 -0.0033402841689632 -0.0109075693821386 0.0077671166268622 0.0004199276695108 -0.0000637928605774 0.0002417372677079 0.9999998805771529
1618907048.3836379051208496 -0.0059196880841637 -0.0168000121751988 0.0101975384445047 0.0005477036636070 -0.0000657805873217 0.0003534016057436 0.9999997854004365
1618907048.6437909603118896 -0.0086170270812950 -0.0226532354028106 0.0119692413668075 0.0005973997255782 -0.0000817820130082 0.0004806924938163 0.9999997026799551
1618907048.9039909839630127 -0.0110078769442597 -0.0279954233675379 0.0130726339561112 0.0006758477823035 -0.0001123060645662 0.0005621476460049 0.9999996073034966
1618907049.1638000011444092 -0.0130574277364778 -0.0322547903010624 0.0136488046632507 0.0007401882332272 -0.0001140741136716 0.0006642954730675 0.9999994989098739
1618907049.4235918521881104 -0.0149030619734562 -0.0355884710528804 0.0140022122827844 0.0007880645884289 -0.0001355954719971 0.0007605036884293 0.9999993911009182
1618907049.6827938556671143 -0.0163518238771427 -0.0380661083481187 0.0142237626308534 0.0007827880944316 -0.0001554268442175 0.0008512913507104 0.9999993191939298
1618907049.9438920021057129 -0.0175184252290558 -0.0399577709373023 0.0143985638684181 0.0007714254627864 -0.0001993301967433 0.0009818623200777 0.9999992005579839
1618907050.2037928104400635 -0.0183775093860250 -0.0410668166511487 0.0145397089731530 0.0007971039158829 -0.0002606386712434 0.0010955021417779 0.9999990482834884
1618907050.4638938903808594 -0.0191591307872368 -0.0416850127690536 0.0146191955122254 0.0008178574175703 -0.0002739019175818 0.0012225637634696 0.9999988807117852
1618907050.7238910198211670 -0.0197416262922873 -0.0418383508507175 0.0146936053499024 0.0008012116240874 -0.0002930652125442 0.0014703622110543 0.9999985551027938
1618907050.9827408790588379 -0.0201748622394139 -0.0417808287122703 0.0147276335860232 0.0008170017833681 -0.0002962530006235 0.0015970933470388 0.9999983470161721
1618907051.2438929080963135 -0.0205458628275436 -0.0417034530092797 0.0147977409913644 0.0008151753124647 -0.0002994122391752 0.0016810832973309 0.9999982098986249
1618907051.5037939548492432 -0.0208034504886453 -0.0413027626130754 0.0148670990943202 0.0007831394155806 -0.0003290929242052 0.0017576739290915 0.9999980944846060
1618907051.7638928890228271 -0.0210322147208196 -0.0407421105012684 0.0148965202091925 0.0007157480635164 -0.0003587826969114 0.0018838948722111 0.9999979049576923
1618907052.0238938331604004 -0.0212030493241830 -0.0402468251189192 0.0149432342260017 0.0006935483915356 -0.0003617053517712 0.0020179788789802 0.9999976579577986
1618907052.2839629650115967 -0.0213078936113833 -0.0398396179817237 0.0149778533971101 0.0006809732088292 -0.0003617779458461 0.0020736451751572 0.9999975526909364
1618907052.5437948703765869 -0.0213969230577598 -0.0392122002056895 0.0150201990115632 0.0005640423497637 -0.0003768362019796 0.0021718367135644 0.9999974114846296
1618907052.8039958477020264 -0.0214327250993409 -0.0387837695334031 0.0150451735103499 0.0005541205021338 -0.0003962174590070 0.0023180469656686 0.9999970813059521
1618907053.0638940334320068 -0.0214782823979327 -0.0382652041334785 0.0150730395556769 0.0005200388256218 -0.0003892650571405 0.0024850491196551 0.9999967012761444
1618907053.3169958591461182 -0.0212482639776488 -0.0377635946366648 0.0149092152548878 0.0005679905094029 -0.0003969860636945 0.0025657070200915 0.9999964684619116
1618907053.5776970386505127 -0.0212890392044995 -0.0373035235359293 0.0149956775013513 0.0006104144056747 -0.0004221437574702 0.0026908861241888 0.9999961041527761
1618907053.8438959121704102 -0.0214633891469678 -0.0370586144831060 0.0152161145965557 0.0005120569251745 -0.0004147273704819 0.0027845795571953 0.9999959059494028
1618907054.1040968894958496 -0.0214359963484423 -0.0367636966723845 0.0152568949628433 0.0004901951451562 -0.0003900765766251 0.0028130862455600 0.9999958470387372
1618907054.3578419685363770 -0.0212284863328352 -0.0362010684795439 0.0151812836701637 0.0005222422891224 -0.0003403879668366 0.0029358697350440 0.9999954960237991
1618907054.6179418563842773 -0.0212463380827240 -0.0358931348166961 0.0152302215015933 0.0005086129798285 -0.0003413971851429 0.0030318633574872 0.9999952162712296
1618907054.8779499530792236 -0.0222340286403850 -0.0355578017355173 0.0154079513087827 0.0003655133776184 -0.0007764535249134 0.0028716208899588 0.9999955086465757
1618907055.1378989219665527 -0.0237701458075199 -0.0353030860277717 0.0152287122967525 0.0004234411349403 -0.0013238177124329 0.0020375367933670 0.9999969583193993
